PRODUCTID,CUSTOMERID,DATEID,ORDERNUMBER,ORDERLINENUMBER,DEALSIZE,QUANTITYORDERED,PRICEEACH,SALES,TOTAL_ORDERLINE_AMOUNT
17,6,20030724,10140,10,Medium,32,100.0,4181.44,3200.0
17,27,20030919,10150,7,Medium,34,100.0,4641.0,3400.0
17,64,20031021,10164,8,Medium,36,99.17,3570.12,3570.12
17,29,20031106,10174,3,Medium,48,93.34,4480.32,4480.32
17,30,20031113,10183,7,Small,21,96.84,2033.64,2033.64
17,31,20031125,10194,10,Small,21,93.34,1960.14,1960.14
17,32,20031205,10206,5,Medium,34,100.0,3966.78,3400.0
17,33,20040129,10215,2,Medium,46,100.0,5152.0,4600.0
17,34,20040310,10228,1,Medium,32,100.0,3360.0,3200.0
17,35,20040504,10245,8,Medium,29,100.0,3451.0,2900.0
17,36,20040615,10258,5,Medium,41,100.0,5453.0,4100.0
17,21,20040719,10270,8,Medium,43,96.84,4164.12,4164.12
17,37,20040817,10280,1,Small,24,100.0,2800.08,2400.0
17,38,20040908,10291,10,Medium,41,100.0,4687.94,4100.0
17,39,20041011,10304,5,Medium,46,98.0,4508.0,4508.0
17,40,20041021,10312,2,Medium,32,100.0,4181.44,3200.0
17,41,20041104,10322,10,Small,22,100.0,2251.04,2200.0
17,9,20041118,10333,7,Small,29,40.25,1167.25,1167.25
17,11,20041129,10347,5,Small,42,49.6,2083.2,2083.2
17,40,20041210,10357,1,Medium,39,98.0,3822.0,3822.0
17,43,20050120,10370,1,Medium,27,100.0,3911.49,2700.0
17,5,20050217,10381,2,Medium,48,98.0,4704.0,4704.0
17,43,20050309,10391,10,Small,29,85.1,2467.9,2467.9
17,44,20050501,10411,8,Medium,27,100.0,3213.0,2700.0
17,24,20050531,10424,5,Large,54,100.0,7182.0,5400.0
18,46,20030310,10109,4,Medium,26,100.0,4379.18,2600.0
18,68,20030508,10122,2,Medium,34,100.0,5004.8,3400.0
18,52,20030704,10136,2,Medium,25,100.0,3644.75,2500.0
18,43,20030911,10148,13,Small,23,100.0,2702.04,2300.0
18,79,20031017,10161,12,Medium,28,100.0,3764.88,2800.0
18,44,20031105,10171,2,Medium,35,100.0,4508.0,3500.0
18,8,20031112,10181,6,Medium,44,100.0,5418.16,4400.0
18,41,20031120,10192,11,Medium,22,100.0,3300.66,2200.0
18,75,20031202,10204,17,Medium,42,100.0,6182.4,4200.0
18,24,20040116,10212,10,Medium,29,100.0,4186.73,2900.0
18,70,20040222,10225,1,Medium,32,100.0,4529.28,3200.0
18,45,20040413,10240,3,Medium,41,100.0,5628.89,4100.0
18,23,20040601,10253,5,Medium,26,100.0,3054.48,2600.0
18,71,20040706,10266,6,Small,21,100.0,2526.51,2100.0
18,85,20040806,10278,6,Medium,34,100.0,4667.86,3400.0
18,70,20040830,10287,4,Medium,41,100.0,6499.32,4100.0
18,86,20031005,10301,8,Medium,37,100.0,5917.78,3700.0
18,69,20041016,10310,2,Medium,37,100.0,6231.91,3700.0
18,22,20041104,10321,10,Medium,41,100.0,5803.14,4100.0
18,46,20041117,10331,6,Medium,46,100.0,6434.02,4600.0
18,11,20041124,10342,2,Medium,40,100.0,6454.4,4000.0
18,3,20041209,10356,8,Medium,43,97.6,4196.8,4196.8
18,51,20050107,10365,1,Small,30,87.06,2611.8,2611.8
18,17,20050209,10377,2,Medium,35,100.0,5895.05,3500.0
18,40,20050304,10390,14,Medium,36,93.77,3375.72,3375.72
18,49,20050415,10406,3,Large,61,100.0,8374.69,6100.0
18,20,20050517,10419,5,Medium,38,100.0,4464.24,3800.0
19,12,20030110,10102,2,Medium,39,100.0,4808.31,3900.0
19,9,20030325,10111,6,Medium,33,99.66,3288.78,3288.78
19,11,20030521,10125,1,Medium,32,100.0,3254.72,3200.0
19,21,20030716,10139,7,Medium,31,100.0,3184.94,3100.0
19,83,20030912,10149,4,Medium,50,100.0,5907.5,5000.0
19,5,20031018,10162,2,Medium,48,91.44,4389.12,4389.12
19,87,20031105,10173,6,Medium,43,100.0,5036.16,4300.0
19,40,20031112,10182,3,Small,25,87.33,2183.25,2183.25
19,88,20031121,10193,7,Medium,28,100.0,3106.88,2800.0
19,24,20031203,10205,2,Medium,36,100.0,3735.72,3600.0
19,33,20040129,10215,10,Small,27,89.38,2413.26,2413.26
19,31,20040302,10227,3,Small,25,100.0,2953.75,2500.0
19,24,20040429,10244,7,Medium,40,100.0,4684.8,4000.0
19,49,20040608,10256,2,Medium,34,95.55,3248.7,3248.7
19,37,20040817,10280,9,Medium,50,100.0,5239.5,5000.0
19,8,20040903,10289,2,Medium,38,100.0,4567.98,3800.0
19,39,20041011,10304,13,Medium,37,95.55,3535.35,3535.35
19,40,20041021,10312,10,Medium,43,89.38,3843.34,3843.34
19,41,20041104,10322,14,Medium,43,86.3,3710.9,3710.9
19,78,20041117,10332,15,Medium,46,95.13,4375.98,4375.98
19,85,20041129,10346,3,Small,42,36.11,1516.62,1516.62
19,3,20041209,10356,9,Small,50,50.18,2509.0,2509.0
19,42,20050120,10369,8,Large,44,100.0,9240.44,4400.0
19,24,20050216,10380,13,Small,27,93.16,2515.32,2515.32
19,43,20050309,10391,2,Medium,35,100.0,5548.9,3500.0
19,19,20050530,10422,2,Medium,51,95.55,4873.05,4873.05
20,12,20030110,10102,1,Small,41,50.14,2055.74,2055.74
20,9,20030325,10111,5,Small,48,49.06,2354.88,2354.88
20,26,20030528,10126,17,Small,42,54.99,2309.58,2309.58
20,21,20030716,10139,6,Small,49,43.13,2113.37,2113.37
20,83,20030912,10149,3,Small,30,58.22,1746.6,1746.6
20,5,20031018,10162,1,Small,45,51.21,2304.45,2304.45
20,87,20031105,10173,5,Small,48,44.21,2122.08,2122.08
20,40,20031112,10182,2,Small,32,54.45,1742.4,1742.4
20,88,20031121,10193,6,Small,46,53.37,2455.02,2455.02
20,24,20031203,10205,1,Medium,48,63.61,3053.28,3053.28
20,33,20040129,10215,9,Small,33,43.13,1423.29,1423.29
20,31,20040302,10227,2,Small,31,48.52,1504.12,1504.12
20,24,20040429,10244,6,Small,20,58.22,1164.4,1164.4
20,49,20040608,10256,1,Small,29,51.75,1500.75,1500.75
20,37,20040817,10280,8,Small,27,57.68,1557.36,1557.36
20,8,20040903,10289,1,Small,24,56.07,1345.68,1345.68
20,39,20041011,10304,12,Small,37,48.52,1795.24,1795.24
20,40,20041021,10312,9,Small,25,44.21,1105.25,1105.25
20,41,20041104,10322,5,Small,41,57.68,2364.88,2364.88
20,78,20041117,10332,16,Small,27,89.89,2427.03,2427.03
20,11,20041129,10347,7,Small,21,58.95,1237.95,1237.95
20,3,20041209,10356,6,Small,22,72.41,1593.02,1593.02
20,42,20050120,10369,7,Medium,32,98.63,3156.16,3156.16
20,5,20050217,10381,9,Small,25,52.83,1320.75,1320.75
20,43,20050309,10391,3,Medium,42,100.0,4998.0,4200.0
20,19,20050530,10422,1,Small,25,51.75,1293.75,1293.75
21,78,20030318,10110,16,Medium,37,100.0,5433.08,3700.0
21,47,20030520,10123,2,Medium,26,100.0,3073.72,2600.0
21,2,20030710,10137,2,Medium,44,99.55,4380.2,4380.2
21,43,20030911,10148,9,Medium,47,100.0,5848.68,4700.0
21,79,20031017,10161,8,Medium,43,100.0,6153.73,4300.0
21,14,20031105,10172,6,Medium,42,100.0,4965.24,4200.0
21,8,20031112,10181,2,Medium,42,100.0,5435.64,4200.0
21,41,20031120,10192,7,Medium,29,100.0,4258.36,2900.0
21,75,20031202,10204,13,Medium,40,100.0,4032.0,4000.0
21,24,20040116,10212,6,Medium,38,100.0,4492.36,3800.0
21,56,20040226,10226,4,Medium,38,100.0,4161.38,3800.0
21,84,20040413,10241,11,Small,21,100.0,2508.66,2100.0
21,23,20040601,10253,1,Medium,24,100.0,3374.88,2400.0
21,71,20040706,10266,2,Medium,36,100.0,5196.6,3600.0
21,85,20040806,10278,2,Small,23,100.0,2604.52,2300.0
21,66,20040901,10288,14,Small,20,100.0,2936.8,2000.0
21,86,20031005,10301,4,Medium,32,100.0,3424.64,3200.0
21,24,20041016,10311,9,Small,29,100.0,2923.2,2900.0
21,22,20041104,10321,6,Medium,44,100.0,4489.76,4400.0
21,46,20041117,10331,14,Medium,44,100.0,4849.24,4400.0
21,2,20041124,10343,4,Medium,36,100.0,5848.92,3600.0
21,4,20050112,10367,1,Small,49,56.3,2758.7,2758.7
21,24,20050210,10378,5,Small,34,42.64,1449.76,1449.76
21,62,20050422,10407,11,Large,59,100.0,7048.14,5900.0
21,20,20050517,10419,1,Medium,37,100.0,5202.94,3700.0
22,87,20030217,10106,12,Medium,36,100.0,5279.4,3600.0
22,20,20030428,10119,3,Medium,43,100.0,6916.12,4300.0
22,89,20030616,10131,4,Small,21,100.0,2781.66,2100.0
22,51,20030810,10143,7,Medium,32,100.0,5248.0,3200.0
22,17,20031006,10155,5,Medium,38,100.0,6531.44,3800.0
22,38,20031023,10167,1,Medium,43,100.0,5763.72,4300.0
22,52,20031108,10178,4,Medium,42,100.0,6490.68,4200.0
22,53,20031114,10186,1,Medium,32,100.0,6004.8,3200.0
22,67,20031127,10198,4,Large,42,100.0,7483.98,4200.0
22,45,20040112,10210,17,Medium,31,100.0,5719.5,3100.0
22,56,20040219,10222,4,Medium,49,100.0,6954.08,4900.0
22,62,20040511,10250,14,Large,45,100.0,8160.3,4500.0
22,24,20040624,10262,9,Medium,49,100.0,6567.96,4900.0
22,42,20040721,10274,1,Medium,41,100.0,6724.0,4100.0
22,86,20040821,10284,11,Medium,45,100.0,5747.85,4500.0
22,90,20040915,10296,7,Medium,36,100.0,5676.84,3600.0
22,30,20041014,10307,1,Large,39,100.0,7379.97,3900.0
22,60,20041101,10316,9,Medium,27,100.0,3704.13,2700.0
22,49,20041110,10327,6,Small,25,100.0,2804.75,2500.0
22,91,20041122,10338,1,Medium,41,100.0,5624.79,4100.0
22,50,20041203,10351,1,Medium,39,99.52,3881.28,3881.28
22,61,20050131,10373,4,Small,28,57.55,1611.4,1611.4
22,24,20050301,10386,7,Small,25,54.57,1364.25,1364.25
22,2,20050330,10398,11,Medium,33,100.0,4215.09,3300.0
22,62,20050401,10400,1,Medium,34,100.0,6433.82,3400.0
22,71,20050510,10416,14,Medium,24,100.0,4352.16,2400.0
23,41,20030106,10100,3,Medium,30,100.0,5151.0,3000.0
23,78,20030318,10110,7,Medium,42,100.0,6069.0,4200.0
23,85,20030521,10124,6,Small,21,100.0,2856.0,2100.0
23,83,20030912,10149,11,Medium,34,100.0,5375.4,3400.0
23,5,20031018,10162,9,Medium,29,100.0,5176.5,2900.0
23,87,20031105,10173,13,Medium,24,100.0,3508.8,2400.0
23,40,20031112,10182,10,Large,44,100.0,7554.8,4400.0
23,88,20031121,10193,14,Medium,21,100.0,3141.6,2100.0
23,75,20031202,10204,4,Medium,33,100.0,5890.5,3300.0
23,26,20040126,10214,7,Medium,30,100.0,5967.0,3000.0
23,31,20040302,10227,10,Medium,26,100.0,3712.8,2600.0
23,84,20040413,10241,2,Large,41,100.0,7597.3,4100.0
23,37,20040817,10280,16,Medium,26,100.0,3668.6,2600.0
23,66,20040901,10288,5,Medium,32,100.0,5875.2,3200.0
23,23,20031006,10302,1,Large,43,100.0,7310.0,4300.0
23,40,20041021,10312,17,Large,48,100.0,8078.4,4800.0
23,46,20041117,10331,7,Medium,44,74.04,3257.76,3257.76
23,68,20041125,10344,1,Large,45,100.0,7650.0,4500.0
23,4,20050112,10367,3,Medium,37,100.0,4703.81,3700.0
23,24,20050210,10379,2,Medium,39,100.0,5399.55,3900.0
23,62,20050422,10407,2,Large,76,100.0,14082.8,7600.0
23,21,20050529,10420,5,Medium,37,100.0,5283.6,3700.0
24,67,20030303,10108,2,Medium,38,82.39,3130.82,3130.82
24,68,20030508,10122,6,Medium,43,72.38,3112.34,3112.34
24,40,20030702,10135,3,Medium,48,79.31,3806.88,3806.88
24,42,20030905,10147,3,Small,26,82.39,2142.14,2142.14
24,55,20031011,10160,4,Medium,38,88.55,3364.9,3364.9
24,64,20031104,10170,2,Small,20,63.14,1262.8,1262.8
24,8,20031112,10181,10,Small,22,73.92,1626.24,1626.24
24,41,20031120,10192,15,Medium,45,90.86,4088.7,4088.7
24,24,20031202,10203,4,Medium,45,85.47,3846.15,3846.15
24,24,20040116,10212,14,Small,20,66.99,1339.8,1339.8
24,70,20040222,10225,5,Medium,47,64.68,3039.96,3039.96
24,61,20040412,10239,4,Medium,46,73.92,3400.32,3400.32
24,23,20040601,10253,9,Small,23,83.93,1930.39,1930.39
24,71,20040706,10266,10,Small,33,74.69,2464.77,2464.77
24,85,20040806,10278,10,Small,29,90.86,2634.94,2634.94
24,70,20040830,10287,8,Medium,44,82.39,3625.16,3625.16
24,73,20031004,10300,1,Medium,41,92.4,3788.4,3788.4
24,69,20041016,10310,6,Small,20,91.63,1832.6,1832.6
24,22,20041104,10321,14,Small,37,78.54,2905.98,2905.98
24,1,20041115,10329,9,Small,29,100.0,2954.81,2900.0
24,11,20041124,10342,1,Medium,55,65.45,3599.75,3599.75
24,74,20050106,10363,7,Medium,22,100.0,3686.54,2200.0
24,17,20050209,10377,4,Small,31,67.76,2100.56,2100.56
24,38,20050303,10389,3,Medium,49,79.22,3881.78,3881.78
24,84,20050414,10405,4,Medium,61,73.92,4509.12,4509.12
24,20,20050517,10419,9,Medium,39,83.93,3273.27,3273.27
25,46,20030310,10109,3,Medium,38,100.0,4432.7,3800.0
25,68,20030508,10122,1,Medium,31,100.0,4100.99,3100.0
25,52,20030704,10136,1,Medium,36,100.0,5274.72,3600.0
25,43,20030911,10148,12,Medium,25,100.0,4232.0,2500.0
25,79,20031017,10161,11,Medium,48,100.0,6145.44,4800.0
25,44,20031105,10171,1,Medium,35,100.0,4680.2,3500.0
25,8,20031112,10181,5,Medium,21,100.0,3286.08,2100.0
25,41,20031120,10192,10,Large,47,100.0,7421.3,4700.0
25,75,20031202,10204,16,Medium,38,100.0,6432.64,3800.0
25,24,20040116,10212,9,Medium,41,100.0,4840.87,4100.0
25,56,20040226,10226,7,Medium,24,100.0,3892.08,2400.0
25,45,20040413,10240,2,Medium,37,100.0,5526.32,3700.0
25,23,20040601,10253,4,Medium,33,100.0,4459.62,3300.0
25,71,20040706,10266,5,Medium,49,100.0,6203.4,4900.0
25,85,20040806,10278,5,Medium,29,100.0,3754.05,2900.0
25,70,20040830,10287,3,Medium,24,100.0,3516.48,2400.0
25,86,20031005,10301,7,Large,47,100.0,7488.04,4700.0
25,69,20041016,10310,1,Medium,24,100.0,3448.08,2400.0
25,22,20041104,10321,9,Medium,25,100.0,3734.0,2500.0
25,46,20041117,10331,8,Small,30,32.47,974.1,974.1
25,11,20041124,10342,3,Medium,22,100.0,3160.74,2200.0
25,3,20041209,10356,2,Small,27,64.69,1746.63,1746.63
25,91,20050110,10366,3,Medium,34,100.0,4207.84,3400.0
25,17,20050209,10377,6,Medium,36,100.0,4352.76,3600.0
25,40,20050304,10390,15,Small,34,43.05,1463.7,1463.7
25,49,20050415,10406,2,Large,48,100.0,7169.28,4800.0
25,20,20050517,10419,4,Medium,34,100.0,4594.76,3400.0
26,24,20030131,10104,8,Medium,24,100.0,3457.92,2400.0
26,28,20030404,10115,4,Large,46,100.0,7381.16,4600.0
26,75,20030603,10127,10,Large,45,100.0,7146.9,4500.0
26,74,20030801,10141,4,Medium,39,100.0,5938.53,3900.0
26,61,20030921,10151,2,Large,43,100.0,7110.91,4300.0
26,27,20031022,10165,11,Medium,29,100.0,5032.95,2900.0
26,71,20031106,10176,10,Medium,20,100.0,3667.6,2000.0
26,82,20031114,10184,5,Large,46,100.0,7381.16,4600.0
26,48,20031125,10195,5,Medium,27,100.0,5128.11,2700.0
26,65,20031209,10207,6,Large,44,100.0,7060.24,4400.0
26,83,20040210,10219,1,Large,43,100.0,8448.64,4300.0
26,73,20040315,10230,8,Large,49,100.0,7300.51,4900.0
26,24,20040505,10246,4,Medium,40,100.0,6549.2,4000.0
26,66,20040615,10259,3,Medium,30,100.0,5697.9,3000.0
26,40,20040720,10271,4,Large,50,100.0,9169.0,5000.0
26,40,20040820,10282,13,Medium,23,100.0,3238.63,2300.0
26,1,20040908,10292,7,Medium,26,100.0,4554.94,2600.0
26,16,20041013,10305,4,Medium,27,100.0,3934.44,2700.0
26,79,20041022,10314,13,Medium,42,100.0,5776.26,4200.0
26,12,20041105,10324,8,Large,47,100.0,7207.45,4700.0
26,63,20041120,10336,6,Large,49,100.0,7460.74,4900.0
26,75,20041201,10349,8,Medium,38,100.0,6719.54,3800.0
26,24,20041210,10358,10,Small,20,100.0,2428.0,2000.0
26,40,20050123,10371,7,Small,25,100.0,2602.25,2500.0
26,40,20050217,10382,5,Small,25,88.0,2200.0,2200.0
26,24,20050503,10412,4,Medium,41,100.0,6712.93,4100.0
26,15,20050531,10425,3,Medium,28,100.0,5318.04,2800.0
27,41,20030106,10100,2,Medium,50,67.8,3390.0,3390.0
27,78,20030318,10110,6,Small,32,50.25,1608.0,1608.0
27,85,20030521,10124,5,Small,42,53.88,2262.96,2262.96
27,83,20030912,10149,10,Small,24,62.36,1496.64,1496.64
27,5,20031018,10162,8,Small,27,69.62,1879.74,1879.74
27,87,20031105,10173,12,Small,26,57.51,1495.26,1495.26
27,40,20031112,10182,9,Small,38,61.15,2323.7,2323.7
27,88,20031121,10193,13,Small,42,59.33,2491.86,2491.86
27,75,20031202,10204,3,Small,23,71.44,1643.12,1643.12
27,26,20040126,10214,6,Small,21,62.96,1322.16,1322.16
27,31,20040302,10227,9,Small,28,50.85,1423.8,1423.8
27,84,20040413,10241,1,Small,33,72.65,2397.45,2397.45
27,37,20040817,10280,15,Small,25,62.96,1574.0,1574.0
27,66,20040901,10288,4,Small,28,61.75,1729.0,1729.0
27,82,20041006,10303,2,Small,46,49.04,2255.84,2255.84
27,40,20041021,10312,16,Small,30,61.15,1834.5,1834.5
27,78,20041117,10332,9,Medium,38,84.25,3201.5,3201.5
27,68,20041125,10344,2,Small,40,56.91,2276.4,2276.4
27,4,20050112,10367,4,Large,45,100.0,8884.8,4500.0
27,24,20050210,10379,1,Small,27,49.3,1331.1,1331.1
27,62,20050422,10407,1,Medium,42,72.65,3051.3,3051.3
27,21,20050529,10420,4,Small,36,63.57,2288.52,2288.52
28,24,20030131,10104,12,Medium,29,100.0,3772.61,2900.0
28,63,20030401,10114,3,Medium,39,100.0,4164.42,3900.0
28,75,20030603,10127,14,Medium,45,100.0,6295.95,4500.0
28,74,20030801,10141,8,Medium,47,100.0,6287.66,4700.0
28,61,20030921,10151,6,Medium,49,100.0,5412.54,4900.0
28,27,20031022,10165,15,Medium,46,100.0,5984.14,4600.0
28,50,20031106,10175,4,Medium,48,100.0,5891.04,4800.0
28,82,20031114,10184,9,Medium,46,100.0,5984.14,4600.0
28,48,20031125,10195,9,Medium,35,100.0,3608.15,3500.0
28,65,20031209,10207,10,Medium,43,100.0,5752.54,4300.0
28,40,20040311,10229,4,Medium,26,100.0,3765.32,2600.0
28,24,20040505,10246,8,Small,22,98.18,2159.96,2159.96
28,66,20040615,10259,7,Medium,34,99.41,3379.94,3379.94
28,40,20040720,10271,8,Medium,50,100.0,5093.5,5000.0
28,19,20040819,10281,4,Medium,48,100.0,5773.44,4800.0
28,1,20040908,10292,11,Medium,41,100.0,4528.86,4100.0
28,16,20041013,10305,8,Medium,36,100.0,4816.08,3600.0
28,32,20041022,10313,2,Medium,29,100.0,3416.78,2900.0
28,12,20041105,10324,10,Small,33,37.48,1236.84,1236.84
28,25,20041119,10334,6,Medium,46,100.0,5814.86,4600.0
28,75,20041201,10349,7,Medium,38,100.0,5223.48,3800.0
28,24,20041210,10358,11,Small,20,36.42,728.4,728.4
28,43,20050120,10370,5,Medium,22,100.0,3949.0,2200.0
28,24,20050222,10383,11,Medium,27,100.0,3843.99,2700.0
28,24,20050503,10412,8,Medium,56,98.18,5498.08,5498.08
28,15,20050531,10425,7,Medium,38,99.41,3777.58,3777.58
29,73,20030109,10101,4,Medium,25,100.0,3782.0,2500.0
29,78,20030318,10110,4,Medium,33,100.0,3859.68,3300.0
29,85,20030521,10124,3,Medium,42,100.0,4431.84,4200.0
29,83,20030912,10149,8,Medium,33,100.0,4950.33,3300.0
29,5,20031018,10162,6,Medium,38,100.0,4299.7,3800.0
29,87,20031105,10173,10,Medium,31,100.0,4492.83,3100.0
29,40,20031112,10182,7,Small,20,100.0,2212.0,2000.0
29,88,20031121,10193,11,Medium,44,100.0,4642.88,4400.0
29,75,20031202,10204,1,Medium,26,100.0,3206.32,2600.0
29,26,20040126,10214,4,Medium,27,100.0,3604.23,2700.0
29,31,20040302,10227,7,Large,46,100.0,7017.76,4600.0
29,65,20040426,10243,2,Medium,47,100.0,6154.18,4700.0
29,37,20040817,10280,13,Medium,37,100.0,4750.8,3700.0
29,66,20040901,10288,2,Medium,31,100.0,3822.92,3100.0
29,39,20041011,10304,17,Small,24,100.0,2440.8,2400.0
29,40,20041021,10312,14,Medium,31,100.0,4729.36,3100.0
29,41,20041104,10322,6,Large,50,100.0,12536.5,5000.0
29,78,20041117,10332,8,Small,35,64.69,2264.15,2264.15
29,68,20041125,10344,3,Medium,30,100.0,3928.2,3000.0
29,3,20041209,10356,3,Medium,29,100.0,3630.22,2900.0
29,4,20050112,10367,5,Medium,27,100.0,4196.07,2700.0
29,24,20050216,10380,10,Medium,40,100.0,4931.6,4000.0
29,40,20050304,10390,16,Medium,31,98.99,3068.69,3068.69
29,66,20050423,10409,2,Small,6,100.0,785.64,600.0
29,21,20050529,10420,2,Medium,45,100.0,4977.0,4500.0
30,18,20030129,10103,2,Small,22,54.09,1189.98,1189.98
30,63,20030401,10114,6,Medium,45,68.67,3090.15,3090.15
30,26,20030528,10126,2,Small,43,65.02,2795.86,2795.86
30,6,20030724,10140,2,Small,46,61.99,2851.54,2851.54
30,61,20030921,10151,9,Small,39,69.28,2701.92,2701.92
30,27,20031022,10165,18,Small,31,71.1,2204.1,2204.1
30,50,20031106,10175,7,Small,41,69.28,2840.48,2840.48
30,82,20031114,10184,12,Small,44,60.16,2647.04,2647.04
30,31,20031125,10194,2,Medium,45,70.49,3172.05,3172.05
30,65,20031209,10207,13,Small,37,69.89,2585.93,2585.93
30,66,20040204,10217,2,Small,35,61.38,2148.3,2148.3
30,40,20040311,10229,7,Small,28,59.55,1667.4,1667.4
30,24,20040505,10246,11,Small,30,61.99,1859.7,1859.7
30,66,20040615,10259,10,Small,30,49.22,1476.6,1476.6
30,40,20040720,10271,11,Small,25,69.28,1732.0,1732.0
30,19,20040819,10281,7,Small,29,57.73,1674.17,1674.17
30,38,20040908,10291,2,Small,26,57.73,1500.98,1500.98
30,16,20041013,10305,11,Small,41,53.48,2192.68,2192.68
30,32,20041022,10313,5,Small,34,52.87,1797.58,1797.58
30,41,20041104,10322,11,Small,35,61.21,2142.35,2142.35
30,25,20041119,10334,1,Small,34,61.38,2086.92,2086.92
30,11,20041129,10347,8,Medium,50,100.0,6834.5,5000.0
30,40,20041210,10357,7,Small,41,61.99,2541.59,2541.59
30,43,20050120,10370,7,Small,22,96.86,2130.92,2130.92
30,5,20050217,10381,7,Small,35,48.62,1701.7,1701.7
30,43,20050309,10391,5,Small,44,38.5,1694.0,1694.0
30,24,20050503,10412,11,Small,47,61.99,2913.53,2913.53
30,15,20050531,10425,10,Small,19,49.22,935.18,935.18
31,87,20030217,10106,2,Medium,34,90.39,3073.26,3073.26
31,11,20030429,10120,8,Small,29,71.81,2082.49,2082.49
31,24,20030627,10133,3,Medium,49,69.27,3394.23,3394.23
31,4,20030825,10145,14,Small,30,85.32,2559.6,2559.6
31,6,20031028,10168,9,Small,21,70.96,1490.16,1490.16
31,45,20040112,10210,7,Medium,50,76.88,3844.0,3844.0
31,11,20040220,10223,9,Medium,47,100.0,4724.91,4700.0
31,58,20040402,10235,3,Small,24,76.03,1824.72,1824.72
31,62,20040511,10250,4,Small,27,98.84,2668.68,2668.68
31,14,20040628,10263,10,Small,33,86.17,2843.61,2843.61
31,15,20040723,10275,9,Medium,35,90.39,3163.65,3163.65
31,86,20040821,10284,1,Small,31,71.81,2226.11,2226.11
31,76,20040916,10297,4,Small,25,82.79,2069.75,2069.75
31,48,20041015,10308,7,Small,27,82.79,2235.33,2235.33
31,19,20041102,10318,9,Medium,31,100.0,3116.43,3100.0
31,49,20041110,10327,8,Medium,45,100.0,4781.7,4500.0
31,36,20041123,10339,2,Small,27,100.0,2810.7,2700.0
31,89,20041204,10353,1,Medium,27,100.0,3515.67,2700.0
31,29,20050202,10374,2,Small,42,69.27,2909.34,2909.34
31,24,20050301,10386,18,Small,21,74.77,1570.17,1570.17
31,2,20050330,10398,15,Small,34,76.88,2613.92,2613.92
31,13,20050403,10401,3,Medium,42,76.03,3193.26,3193.26
31,71,20050510,10416,4,Small,15,98.84,1482.6,1482.6
32,1,20030224,10107,6,Small,29,70.87,2055.23,2055.23
32,11,20030429,10120,4,Small,46,58.15,2674.9,2674.9
32,3,20030701,10134,6,Small,30,61.78,1853.4,1853.4
32,4,20030825,10145,10,Small,30,49.67,1490.1,1490.1
32,5,20031010,10159,18,Small,42,51.48,2162.16,2162.16
32,6,20031028,10168,5,Small,46,61.18,2814.28,2814.28
32,7,20031111,10180,13,Small,25,64.2,1605.0,1605.0
32,8,20031118,10188,5,Small,32,65.42,2093.44,2093.44
32,9,20031201,10201,6,Small,30,64.81,1944.3,1944.3
32,45,20040112,10210,3,Small,40,49.67,1986.8,1986.8
32,11,20040220,10223,5,Small,28,60.57,1695.96,1695.96
32,46,20040403,10236,2,Small,23,55.72,1281.56,1281.56
32,13,20040518,10251,6,Small,29,61.18,1774.22,1774.22
32,14,20040628,10263,6,Small,34,58.75,1997.5,1997.5
32,15,20040723,10275,5,Small,37,63.6,2353.2,2353.2
32,16,20040827,10285,10,Small,20,49.06,981.2,981.2
32,47,20040927,10298,2,Small,32,48.46,1550.72,1550.72
32,48,20041015,10308,3,Small,34,52.09,1771.06,1771.06
32,19,20041102,10318,5,Small,42,52.7,2213.4,2213.4
32,1,20041115,10329,12,Medium,38,100.0,5266.04,3800.0
32,36,20041123,10339,1,Small,30,62.16,1864.8,1864.8
32,6,20050105,10362,3,Small,23,49.67,1142.41,1142.41
32,29,20050202,10374,4,Small,22,53.3,1172.6,1172.6
32,38,20050303,10389,5,Medium,39,100.0,6981.0,3900.0
32,10,20050407,10402,2,Medium,55,55.72,3064.6,3064.6
32,24,20050513,10417,6,Small,36,61.18,2202.48,2202.48
33,73,20030109,10101,1,Medium,26,100.0,3773.38,2600.0
33,78,20030318,10110,1,Medium,31,100.0,5074.39,3100.0
33,11,20030521,10125,2,Medium,34,100.0,6483.46,3400.0
33,21,20030716,10139,8,Large,41,100.0,7956.46,4100.0
33,83,20030912,10149,5,Medium,23,100.0,4230.62,2300.0
33,5,20031018,10162,3,Large,48,100.0,7209.12,4800.0
33,87,20031105,10173,7,Medium,22,100.0,3452.68,2200.0
33,40,20031112,10182,4,Medium,21,100.0,3047.73,2100.0
33,88,20031121,10193,8,Medium,22,100.0,3675.32,2200.0
33,24,20031203,10205,3,Large,40,100.0,7492.4,4000.0
33,26,20040126,10214,1,Large,50,100.0,9534.5,5000.0
33,31,20040302,10227,4,Medium,29,100.0,5579.02,2900.0
33,24,20040429,10244,8,Medium,43,100.0,5950.34,4300.0
33,84,20040604,10255,1,Medium,24,100.0,3726.0,2400.0
33,37,20040817,10280,10,Medium,22,100.0,4455.0,2200.0
33,8,20040903,10289,3,Large,43,100.0,8272.34,4300.0
33,39,20041011,10304,14,Medium,20,100.0,3577.6,2000.0
33,40,20041021,10312,11,Medium,25,100.0,3881.25,2500.0
33,41,20041104,10322,2,Medium,36,100.0,5797.44,3600.0
33,78,20041117,10332,1,Small,24,52.67,1264.08,1264.08
